1.652738172391445319e-07,-1.110734896612270006e+01
1.718849643551522943e-07,-1.107365755337434443e+01
1.787602073882047855e-07,-1.103952922246570090e+01
1.859105638366817870e-07,-1.100524305541237169e+01
1.933470511989630536e-07,-1.097061622231479028e+01
2.010810110174983897e-07,-1.093554201077308186e+01
2.091241088788075173e-07,-1.090308998699194376e+01
2.174893065456902240e-07,-1.086966623150499345e+01
2.261885936487362285e-07,-1.083564714421556374e+01
2.352362281270252788e-07,-1.080134291304557692e+01
2.446458198314970769e-07,-1.076700388960784593e+01
2.544316267012313708e-07,-1.073282827159698627e+01
2.646088788075178459e-07,-1.069897000433601875e+01
2.751931302657161311e-07,-1.066554624884906843e+01
2.862009073233959780e-07,-1.063078414258985660e+01
2.976490602721970021e-07,-1.059687947882418158e+01
3.095547634478288955e-07,-1.056383735295924353e+01
3.219371354504212769e-07,-1.052870828894106126e+01
3.348152948801037127e-07,-1.049485002168009373e+01
3.482080362929358514e-07,-1.046092390120722371e+01
3.621354504212572757e-07,-1.042712839779951928e+01
3.766202203499675945e-07,-1.039254497678533085e+01
3.916850291639663110e-07,-1.035852588949590114e+01
4.073525599481529282e-07,-1.032513885926218755e+01
4.236487362281270220e-07,-1.029073003902416872e+01
4.405930006480881286e-07,-1.025649023527157055e+01
4.582177576150356516e-07,-1.022257317761068940e+01
4.765456902138690941e-07,-1.018842499412940583e+01
4.956059624108878399e-07,-1.015428198203334098e+01
5.154309786130913455e-07,-1.012033079436794658e+01
5.360499027867790477e-07,-1.008618614761628329e+01
5.574918988982501715e-07,-1.005207638016827332e+01
5.797893713545041734e-07,-1.001818139282933728e+01
6.029812054439403377e-07,-9.982966660701219297e+00
6.270998055735580150e-07,-9.950781977329818062e+00
6.521840570317562779e-07,-9.917214629683549276e+00
6.782728451069345165e-07,-9.882728704344236448e+00
7.054050550874919093e-07,-9.847711655616944171e+00
7.336195722618276347e-07,-9.812479279163536461e+00
7.629650032404407187e-07,-9.779891911959945006e+00
7.934834737524303593e-07,-9.744727494896693543e+00
8.252235904082954768e-07,-9.712198270069773542e+00
8.582307193778353949e-07,-9.677780705266080474e+00
8.925599481529487557e-07,-9.643974142806877481e+00
9.282631237848347106e-07,-9.609064892896620691e+00
9.653953337653921136e-07,-9.575118363368932961e+00
1.004008425145819904e-06,-9.540607512240768528e+00
1.044170447180816486e-06,-9.507239610973162058e+00
1.085936487362281243e-06,-9.473660722610155460e+00
1.129374594944912577e-06,-9.438898616350943627e+00
1.174549578742708978e-06,-9.405607449624573846e+00
1.221532728451069400e-06,-9.370590400897281569e+00
1.270392093324692244e-06,-9.337242168318425684e+00
1.321208684381075783e-06,-9.302770657240282404e+00
1.374057031756318882e-06,-9.269217724333611130e+00
1.429018146467919600e-06,-9.235077015350110941e+00
1.486179520414776460e-06,-9.200659450546417872e+00
1.545625405055087435e-06,-9.166852888087214879e+00
1.607453013609850999e-06,-9.132532512140947745e+00
1.671749837977965039e-06,-9.098541678603886851e+00
1.738619572261827647e-06,-9.064492734175287225e+00
1.808165910563836704e-06,-9.030584087646017721e+00
1.880492546986390087e-06,-8.995678626217356921e+00
1.955709656513285929e-06,-8.962573502059376196e+00
2.033940375891121168e-06,-8.928117992693874072e+00
2.115298120544393851e-06,-8.892790030352131225e+00
2.199909267660401676e-06,-8.860120913598763082e+00
2.287903434867142048e-06,-8.826813731587725087e+00
2.379419961114711473e-06,-8.793174123968150013e+00
2.474598185353208157e-06,-8.756961951313705583e+00
2.573580686973428310e-06,-8.723538195826755270e+00
2.676526247569669617e-06,-8.690369832574100784e+00
2.783587167854828244e-06,-8.655607726314888950e+00
2.894928710304601282e-06,-8.621602099051862922e+00
3.010725858716785350e-06,-8.586700235918748092e+00
3.131156837329876772e-06,-8.552841968657780569e+00
3.256416072585871650e-06,-8.519993057042849927e+00
3.386649384316267170e-06,-8.485452247339713594e+00
3.522132209980557494e-06,-8.450996737974211470e+00
3.662994167206740024e-06,-8.416801226031378036e+00
3.809526895657809552e-06,-8.382999658879100480e+00
3.961924821775761334e-06,-8.348721986001855555e+00
4.120382372002592321e-06,-8.315154638355586769e+00
4.285191186001296033e-06,-8.280668713016273941e+00
4.456610499027868123e-06,-8.247183568811728094e+00
4.634867141931302987e-06,-8.212539525481584946e+00
4.820285158781594555e-06,-8.178486471595226348e+00
5.013091380427738068e-06,-8.144480844332200320e+00
5.213609850939727457e-06,-8.110698297493689424e+00
5.422164614387556653e-06,-8.076755981369723614e+00
5.639047310434219175e-06,-8.042392712939903987e+00
5.864581983149708106e-06,-8.008330992620050992e+00
6.099189889825016064e-06,-7.974694134735229589e+00
6.343162670123136569e-06,-7.939302159646388191e+00
6.596889176928061828e-06,-7.906578314837765298e+00
6.860758263123784897e-06,-7.872895201635192741e+00
7.135191186001295851e-06,-7.838631997765024728e+00
7.420576798444588593e-06,-7.804100347590765985e+00
7.717401166558652322e-06,-7.769551078621725893e+00
8.026117952041477525e-06,-7.735182176990463176e+00
8.347148412184056819e-06,-7.701146923590293625e+00
8.681043421905379375e-06,-7.667561540084395055e+00
9.028289047310433549e-06,-7.634512015109100602e+00
9.389403758911212339e-06,-7.600326278518961587e+00
9.764970836033701090e-06,-7.565431095965800878e+00
1.015557355800388854e-05,-7.531652669587842297e+00
1.056179520414776342e-05,-7.497572880015566987e+00
1.098428386260531359e-05,-7.463441557428470041e+00
1.142365521710952736e-05,-7.429457060118102696e+00
1.188058976020738875e-05,-7.394694953858890862e+00
1.235583279325988261e-05,-7.361510743045363014e+00
1.285006480881399807e-05,-7.326979092871104271e+00
1.336406351263771953e-05,-7.293282217663241696e+00
1.389860661049902803e-05,-7.258848401148214613e+00
1.445456902138690837e-05,-7.224753740259763468e+00
1.503272845106934495e-05,-7.190440285364732453e+00
1.563405703175631788e-05,-7.156767221901990439e+00
1.625942968243681194e-05,-7.122628654130226167e+00
1.690978613091380429e-05,-7.088309841246139165e+00
1.758619572261827541e-05,-7.054531414868180583e+00
1.828963058976020877e-05,-7.020451625295905274e+00
1.902122488658457381e-05,-6.987162775294827988e+00
1.978208036292935905e-05,-6.950781977329818062e+00
2.057336357744653178e-05,-6.917214629683550164e+00
2.139627349319507413e-05,-6.882728704344235560e+00
2.225213869086195629e-05,-6.850780887344620318e+00
2.314222294232015612e-05,-6.815308569182401577e+00
2.406791963707064294e-05,-6.782516055786093290e+00
2.503062216461438607e-05,-6.747146969020106688e+00
2.603185353208036326e-05,-6.714442690992226126e+00
